Número do processos,Contrato,Extrato,Comprovante de crédito,Dossiê,Demonstrativo de evolução da dívida,Laudo referenciado
4030359-33.2025.8.08.2501,1,1,0,1,1,1
2600672-49.2025.8.09.4381,1,1,1,1,1,0
4732212-02.2025.8.16.6894,1,1,1,1,1,1
6546976-50.2025.8.27.3995,1,1,0,1,1,0
5161614-07.2025.8.19.1297,1,1,0,1,1,0
1161031-70.2025.8.12.5828,0,1,1,1,1,1
2734274-44.2025.8.10.0152,1,1,0,0,0,1
3718195-56.2025.8.14.0150,0,0,1,0,0,1
4559888-87.2025.8.18.7873,1,1,0,1,0,1
4403955-62.2025.8.13.6444,1,1,1,0,1,1
8122036-65.2025.8.12.9549,1,1,0,1,1,1
4153180-43.2025.8.14.9457,1,1,1,1,1,1
1998121-01.2025.8.11.7469,1,1,1,0,1,1
4229711-88.2025.8.12.1466,0,0,0,1,1,1
4072766-68.2025.8.14.0536,0,1,1,1,1,1
3770123-67.2025.8.27.6328,0,1,1,0,1,1
5448013-68.2025.8.06.5731,1,1,1,1,0,1
4996041-35.2025.8.01.4584,0,0,0,0,0,1
2637388-11.2025.8.22.2116,0,1,0,1,1,1
2263855-03.2025.8.04.4934,1,1,0,0,1,1
4264257-60.2025.8.21.3259,1,1,1,1,1,1
9393651-18.2025.8.22.1919,1,1,0,1,1,1
4804281-19.2025.8.08.7317,1,1,1,0,1,0
5707552-24.2025.8.14.1738,1,0,0,0,1,1
8575726-56.2025.8.03.6350,1,0,1,0,0,1
2495698-71.2025.8.10.8564,1,1,1,0,1,1
7736479-26.2025.8.16.3831,1,0,1,1,1,0
6159107-49.2025.8.17.1359,1,1,1,1,1,0
2087896-46.2025.8.19.4667,1,1,0,1,0,1
4181574-97.2025.8.06.7223,0,1,1,1,1,1
9873832-75.2025.8.08.8211,1,1,1,1,0,1
6088522-36.2025.8.24.8075,1,1,1,0,1,0
7177491-86.2025.8.11.6222,1,0,1,1,1,1
5969191-51.2025.8.13.8983,0,0,1,0,1,1
9634009-59.2025.8.16.8664,1,1,1,0,1,1
7701764-16.2025.8.17.9940,1,0,1,1,1,0
4965099-77.2025.8.10.5116,1,1,1,1,1,0
2807676-91.2025.8.02.2958,0,0,0,1,1,1
6012506-30.2025.8.14.6858,1,0,1,1,0,1
1497850-16.2025.8.09.0959,1,1,0,1,1,0
5231118-16.2025.8.20.3936,0,1,1,1,1,0
3964697-88.2025.8.11.5661,1,1,0,1,1,0
4488427-18.2025.8.11.2135,0,1,0,1,1,1
8986132-03.2025.8.02.2544,1,1,0,1,1,0
4651859-57.2025.8.21.9632,0,1,1,0,0,1
8166523-25.2025.8.20.0074,1,1,0,1,0,1
4436945-57.2025.8.14.4845,0,1,0,0,1,1
7128682-63.2025.8.20.3721,1,0,0,1,1,0
8490959-01.2025.8.11.5896,0,0,0,0,1,0
1049276-95.2025.8.12.6100,0,1,1,0,1,0
5044298-24.2025.8.12.3377,1,1,0,1,0,1
9783539-22.2025.8.22.7265,0,1,1,0,1,1
9101002-63.2025.8.18.9919,1,1,1,0,0,1
3304724-08.2025.8.02.9755,0,1,1,1,0,1
1582242-57.2025.8.12.1271,1,1,0,1,0,1
8872079-90.2025.8.11.8634,0,1,0,1,1,1
8022681-74.2025.8.05.2464,0,1,1,1,1,1
6833409-74.2025.8.25.2298,1,1,0,1,1,1
2227226-81.2025.8.15.3588,1,1,1,0,1,1
2215675-31.2025.8.03.8282,1,1,1,1,1,1
3677635-25.2025.8.09.2478,0,0,0,0,1,1
1761837-40.2025.8.27.1014,1,1,1,1,1,1
6476454-94.2025.8.22.2336,1,0,0,1,0,0
3695537-31.2025.8.07.4461,0,1,0,1,1,1
1897321-49.2025.8.10.1260,1,0,0,0,1,0
8147459-09.2025.8.21.4401,0,0,1,1,0,1
1125766-44.2025.8.21.2756,1,1,1,1,1,0
1554044-19.2025.8.18.8076,0,1,0,1,1,1
2360763-10.2025.8.19.6856,1,1,1,1,1,1
8494121-58.2025.8.01.6181,0,1,1,1,0,1
7645135-69.2025.8.25.3385,1,1,1,0,1,1
3456636-27.2025.8.27.5330,1,1,1,1,1,1
6288869-31.2025.8.07.6389,1,0,0,1,1,1
3824753-53.2025.8.08.3278,0,1,0,0,1,1
7884399-42.2025.8.14.9540,1,1,0,1,1,1
3765261-09.2025.8.01.5837,0,1,0,1,1,1
9373164-01.2025.8.09.6989,1,1,0,0,1,1
7035135-91.2025.8.01.0906,1,1,0,1,1,1
8846256-57.2025.8.11.9776,0,1,1,1,1,0
7085498-15.2025.8.22.1584,0,1,0,1,1,1
7400533-65.2025.8.24.7256,1,1,0,1,0,1
8134822-82.2025.8.24.6848,1,1,1,1,1,1
4988253-68.2025.8.09.3247,0,0,1,0,0,0
6214816-03.2025.8.20.9528,1,1,1,1,1,0
9488930-15.2025.8.04.8493,1,1,1,0,1,0
2128278-14.2025.8.04.8918,1,1,1,1,1,0
8047641-98.2025.8.10.6601,1,1,0,1,1,1
8717007-07.2025.8.02.5763,1,1,1,0,1,1
5410407-33.2025.8.04.1803,1,1,1,1,1,1
6463107-49.2025.8.25.4054,0,1,0,1,1,1
6851720-43.2025.8.02.3235,1,1,1,1,1,0
1292325-44.2025.8.09.0111,1,1,1,1,1,1
9170433-74.2025.8.13.4637,1,0,0,1,1,0
3796311-97.2025.8.08.0449,1,1,0,1,1,1
3767751-34.2025.8.10.8662,1,1,1,1,1,1
6817873-20.2025.8.18.7984,0,1,0,0,0,0
8158594-22.2025.8.20.6797,1,1,0,1,1,0
7522141-01.2025.8.08.6866,1,1,1,1,0,1
3499943-00.2025.8.16.2058,1,1,1,0,1,1
5120047-52.2025.8.18.4109,1,1,1,1,1,1
3392234-12.2025.8.17.5583,0,1,0,0,1,1
4506686-92.2025.8.21.8010,0,1,0,0,0,1
8383865-21.2025.8.17.3506,1,1,1,0,1,0
5621053-71.2025.8.27.3514,0,0,1,0,0,1
7183364-97.2025.8.10.6865,1,1,1,0,0,0
9926946-76.2025.8.25.7169,0,0,0,1,1,1
9339556-30.2025.8.14.8139,0,0,0,0,1,0
4596098-24.2025.8.25.5796,1,1,1,0,1,1
6550745-88.2025.8.03.2933,0,0,1,1,1,1
2854692-38.2025.8.11.4130,1,1,1,1,1,1
6496167-39.2025.8.18.2307,1,1,0,1,1,1
1842456-44.2025.8.20.9672,1,1,0,1,1,1
1106160-55.2025.8.22.2224,1,1,0,0,1,1
1708670-00.2025.8.24.0457,1,1,0,1,0,1
7410905-73.2025.8.03.3862,0,0,0,1,1,1
6071169-73.2025.8.13.5703,1,1,1,1,1,1
2221580-92.2025.8.05.6985,1,1,0,0,1,1
4987042-21.2025.8.24.8953,1,1,0,1,0,1
8758249-68.2025.8.20.8276,0,1,0,1,1,1
5277553-58.2025.8.22.3339,1,1,1,1,1,1
9387451-57.2025.8.07.5598,1,1,1,1,1,1
3448324-43.2025.8.06.4424,0,1,1,1,1,0
8392402-44.2025.8.16.4029,0,0,0,1,0,1
8721131-06.2025.8.14.6594,0,1,0,1,1,1
7067001-85.2025.8.14.8867,1,1,0,1,1,1
5169533-75.2025.8.06.7803,1,1,1,1,0,1
3396275-72.2025.8.10.6345,0,0,0,1,0,1
4230118-47.2025.8.27.7872,1,1,1,0,1,1
5943884-70.2025.8.02.3660,1,1,0,0,1,1
1978496-95.2025.8.10.2268,1,1,1,0,1,1
1287441-06.2025.8.09.8017,1,1,1,0,0,1
9781383-72.2025.8.25.5736,1,1,1,1,1,1
4881522-67.2025.8.11.0452,1,1,0,1,1,1
9647516-69.2025.8.04.3650,0,0,0,1,0,1
7995615-89.2025.8.18.3106,0,0,1,0,1,1
9907023-80.2025.8.13.3482,1,1,0,1,1,1
9258937-55.2025.8.05.1956,0,1,0,1,1,1
1002663-55.2025.8.14.5570,1,1,1,0,1,1
4218155-15.2025.8.18.6224,1,1,1,1,1,1
2719466-69.2025.8.05.1163,1,1,1,1,1,1
9123733-40.2025.8.05.7569,1,1,0,1,1,1
1002342-82.2025.8.06.1708,1,1,0,1,1,0
7330006-04.2025.8.19.8895,1,1,0,1,0,1
5558079-91.2025.8.10.2045,1,1,0,1,1,1
3233136-71.2025.8.20.0987,1,1,1,0,1,1
6722484-98.2025.8.08.6544,1,0,0,0,1,1
9052929-05.2025.8.01.1039,1,1,1,1,1,1
1578022-54.2025.8.26.4760,0,1,1,1,1,1
7230572-72.2025.8.10.1019,1,1,1,1,1,1
9817773-11.2025.8.08.9308,1,1,1,1,1,0
5114135-71.2025.8.20.6385,0,1,0,1,1,1
9720540-47.2025.8.05.3231,1,1,0,0,0,1
7650269-55.2025.8.02.4374,1,1,1,1,1,1
1748288-39.2025.8.15.3576,1,0,0,1,0,0
6318632-73.2025.8.20.6856,0,1,1,1,1,1
3517733-08.2025.8.01.6383,1,1,1,1,1,1
3998542-85.2025.8.12.3736,1,1,1,1,1,0
2694462-67.2025.8.05.1053,0,1,1,1,1,1
4904142-55.2025.8.06.7768,0,1,1,1,1,0
8778741-43.2025.8.26.5163,1,1,1,1,1,1
5258002-51.2025.8.18.2266,1,1,1,1,1,1
9450360-65.2025.8.25.7670,1,0,1,0,1,0
9949258-60.2025.8.26.4725,1,1,1,1,1,0
5459616-49.2025.8.18.2746,1,0,1,1,1,0
8446335-93.2025.8.11.9950,0,1,0,0,1,0
7706534-54.2025.8.04.2680,0,0,1,0,1,1
7316472-97.2025.8.08.3682,1,1,0,0,0,1
1762774-59.2025.8.27.6558,1,1,0,1,1,1
3443292-99.2025.8.04.0175,1,1,0,1,0,1
4965407-29.2025.8.04.3260,0,0,1,1,1,1
6653277-11.2025.8.02.0688,1,1,0,1,0,1
6896033-77.2025.8.03.8743,1,1,0,0,1,1
8795194-94.2025.8.27.8098,1,1,0,0,0,1
7419571-25.2025.8.20.1845,1,1,0,1,0,1
8527829-93.2025.8.02.3294,0,1,1,1,1,1
6361265-44.2025.8.06.9856,1,1,0,0,1,1
4490979-30.2025.8.19.5483,1,1,1,0,1,1
1268018-90.2025.8.13.2073,1,1,1,1,1,1
5471705-50.2025.8.19.2475,1,1,0,1,1,1
6569324-81.2025.8.08.3110,1,1,1,0,1,1
5197197-86.2025.8.19.7747,0,1,1,1,1,1
6786363-92.2025.8.01.9969,1,1,0,1,0,1
7097257-90.2025.8.07.8434,1,1,0,0,1,1
9942514-71.2025.8.24.4384,1,1,1,1,1,0
7174684-20.2025.8.21.2400,1,1,0,1,1,1
5388754-80.2025.8.02.9474,1,1,1,1,1,1
1404571-21.2025.8.05.9605,1,1,1,0,1,1
9198671-77.2025.8.25.3336,0,0,0,1,0,1
7982315-69.2025.8.25.2082,1,1,1,1,0,1
8627273-67.2025.8.03.9470,1,1,1,0,1,0
1680576-03.2025.8.05.3357,1,1,1,0,1,1
9395238-92.2025.8.27.7465,1,1,1,0,0,1
6397702-44.2025.8.07.8958,1,1,1,0,1,1
3021142-39.2025.8.18.4871,1,1,1,1,1,1
7544312-86.2025.8.16.2357,1,0,0,1,1,1
8185560-77.2025.8.24.9487,1,0,1,1,1,1
6227459-86.2025.8.18.7499,0,0,0,0,1,1
2265117-02.2025.8.15.0111,1,1,1,1,1,0
7980100-51.2025.8.20.6357,0,0,0,0,1,1
3805062-88.2025.8.25.6357,1,0,0,1,1,1
6629417-76.2025.8.24.1915,1,1,1,1,1,0
8583155-92.2025.8.22.4667,1,1,1,1,1,0
7945445-86.2025.8.07.1545,1,1,1,0,1,1
6416511-18.2025.8.20.3198,0,1,1,0,1,1
9567752-63.2025.8.13.2419,1,1,1,1,1,1
3106205-62.2025.8.19.9877,1,1,0,0,0,0
1275616-58.2025.8.07.8084,1,0,1,1,0,1
8729586-92.2025.8.21.7820,1,1,0,1,1,1
1922477-45.2025.8.01.8424,0,0,0,1,1,1
5855351-04.2025.8.15.8681,1,1,0,0,0,1
4303921-71.2025.8.11.6703,0,1,0,1,0,1
3855615-19.2025.8.11.6373,1,1,1,0,1,1
7188144-89.2025.8.10.6071,1,1,1,0,1,1
1465320-60.2025.8.06.5518,1,0,0,0,1,1
7232111-55.2025.8.12.0239,1,1,1,1,1,0
8150652-69.2025.8.27.7558,0,0,0,0,1,1
3236317-37.2025.8.16.4741,1,1,1,1,1,1
2984252-78.2025.8.08.6648,1,1,1,1,1,1
4427526-15.2025.8.09.7760,1,1,1,0,1,1
6198247-85.2025.8.21.7506,0,1,1,1,1,1
4629806-37.2025.8.14.5575,1,1,1,1,1,1
6870039-77.2025.8.03.9933,1,1,1,0,0,1
5416111-94.2025.8.26.4283,1,1,1,0,1,1
6666678-50.2025.8.04.1443,0,0,0,1,1,1
3518083-64.2025.8.22.4599,1,1,1,1,0,1
1906939-96.2025.8.08.1412,1,1,1,1,1,1
1539399-05.2025.8.15.1582,1,1,1,0,1,1
7994776-07.2025.8.27.0075,1,0,1,1,1,1
7744209-64.2025.8.22.7951,1,1,1,1,0,1
8694320-27.2025.8.21.2339,1,1,1,0,1,1
4757322-06.2025.8.08.5129,1,1,1,1,0,1
8954009-92.2025.8.19.1497,0,1,0,1,1,0
2265108-90.2025.8.10.2421,1,1,1,1,1,1
4439812-86.2025.8.17.2377,1,1,0,1,1,1
5246086-82.2025.8.07.1042,0,0,1,1,0,1
2118238-06.2025.8.18.3742,1,1,1,1,1,1
7524642-39.2025.8.10.3726,1,0,0,1,1,1
7445049-67.2025.8.25.1288,1,1,1,1,1,1
1123486-77.2025.8.06.0761,1,1,1,1,1,1
4864945-57.2025.8.20.3223,1,1,0,1,0,1
6589441-11.2025.8.27.3871,1,1,1,1,1,0
9367318-52.2025.8.04.8222,0,0,0,1,0,0
6104468-94.2025.8.03.8339,0,0,1,1,1,1
4068765-10.2025.8.14.2533,1,1,0,0,1,1
7837046-42.2025.8.11.0656,1,1,1,1,1,0
3665026-30.2025.8.10.6778,0,1,0,1,1,1
8856994-71.2025.8.20.8060,1,1,1,1,0,1
2473396-34.2025.8.20.5868,1,1,1,1,0,1
5885181-77.2025.8.18.2953,1,1,1,1,1,1
6348764-20.2025.8.06.5579,1,1,1,1,1,1
7247596-66.2025.8.08.1228,0,0,1,0,1,0
6183716-09.2025.8.27.2925,1,1,1,0,0,1
8160388-43.2025.8.19.1064,1,1,1,1,1,1
5846753-59.2025.8.02.4518,1,1,0,0,1,0
4506352-49.2025.8.20.8312,1,1,1,1,1,1
2826850-22.2025.8.25.5134,1,1,1,0,1,1
1875660-34.2025.8.20.1453,1,1,1,1,1,1
1107994-91.2025.8.11.6860,1,1,1,0,1,1
5199739-83.2025.8.21.1968,1,0,1,0,1,1
4554044-17.2025.8.06.4137,1,1,1,1,1,1
8067293-99.2025.8.27.3285,0,1,1,1,1,1
4300834-59.2025.8.01.7766,1,1,1,0,1,1
5607564-84.2025.8.02.7005,0,0,1,1,1,1
7954549-57.2025.8.11.0841,1,0,0,1,1,1
5801062-30.2025.8.19.4969,1,0,0,1,1,1
8274081-23.2025.8.21.8204,1,1,0,1,0,1
9159495-98.2025.8.26.3416,1,1,1,1,1,1
3168573-48.2025.8.07.2328,0,1,1,0,1,1
9520119-69.2025.8.15.1781,0,1,1,0,0,0
4949422-06.2025.8.12.0409,1,1,0,1,1,1
3986321-60.2025.8.20.1550,1,1,1,1,1,1
4758024-10.2025.8.26.5820,0,1,1,1,1,1
9203603-02.2025.8.01.3129,1,1,0,1,1,1
7948358-25.2025.8.14.9529,1,1,1,1,1,1
6472267-04.2025.8.17.7789,1,1,1,1,1,1
8782635-52.2025.8.24.9010,0,1,1,1,1,0
5354661-68.2025.8.16.7414,1,1,1,1,1,1
7335491-03.2025.8.21.4389,1,0,1,1,1,1
5821172-41.2025.8.24.2945,0,1,1,1,1,0
2117459-18.2025.8.12.9835,1,1,1,1,1,1
1551608-62.2025.8.25.8238,1,1,0,1,1,0
8518109-07.2025.8.20.1646,1,1,1,1,1,1
1107171-52.2025.8.10.8806,1,1,1,0,1,1
3241712-95.2025.8.24.3584,0,1,1,1,1,0
8427515-34.2025.8.22.9817,0,0,0,1,1,1
2061867-25.2025.8.19.9803,1,0,0,1,0,1
3875595-76.2025.8.09.6927,1,1,0,0,0,1
7144195-93.2025.8.02.8747,1,1,1,1,1,1
1838204-17.2025.8.02.7983,1,1,0,1,1,1
1163171-50.2025.8.25.0686,1,1,1,1,1,1
6418704-90.2025.8.14.7176,0,0,1,1,1,0
4865547-00.2025.8.19.1364,1,1,1,1,1,0
5356507-81.2025.8.17.2707,1,1,1,1,1,0
8350399-48.2025.8.19.2131,1,1,1,1,1,1
1781700-70.2025.8.08.8070,0,1,1,1,1,1
6458682-30.2025.8.01.0916,0,1,1,1,0,1
3240983-04.2025.8.01.4821,1,1,1,0,1,1
7819103-19.2025.8.26.4335,0,0,0,0,0,1
4687309-28.2025.8.05.2017,0,1,1,1,0,1
5897483-62.2025.8.18.6661,1,1,1,0,0,1
3950377-50.2025.8.14.7996,0,1,0,1,1,0
9302780-97.2025.8.14.0825,1,1,1,1,1,1
8540083-73.2025.8.25.0168,0,1,0,0,0,1
9952573-39.2025.8.04.0420,1,0,1,1,1,0
8484143-30.2025.8.17.1788,1,1,1,1,1,0
6068981-60.2025.8.17.7557,1,1,1,0,0,1
5561772-88.2025.8.07.5309,1,1,0,1,1,1
7487868-33.2025.8.19.5240,1,1,1,1,1,1
8151108-40.2025.8.07.3888,1,1,1,0,0,1
2185460-53.2025.8.25.0414,1,1,0,1,1,1
2766164-80.2025.8.25.4245,1,1,1,1,1,1
6166796-00.2025.8.27.0443,1,1,0,1,1,1
2495864-41.2025.8.08.0602,1,0,1,1,1,0
9273084-42.2025.8.21.1274,1,1,1,1,1,1
8291516-36.2025.8.21.4580,1,1,0,1,0,1
9514593-32.2025.8.16.4096,1,1,1,0,1,1
5874999-34.2025.8.12.2922,1,1,1,1,1,1
9964354-10.2025.8.25.7040,0,0,1,0,1,0
7825799-49.2025.8.26.7832,1,1,1,0,1,1
6638779-58.2025.8.21.7524,1,1,0,0,1,1
8200750-56.2025.8.16.8558,0,1,1,1,0,1
1349412-27.2025.8.13.6587,0,0,0,1,1,0
6287908-26.2025.8.22.1095,1,0,1,1,0,1
2209224-82.2025.8.05.6009,1,0,1,1,1,0
5029037-06.2025.8.22.1505,1,1,0,1,1,0
8518562-59.2025.8.04.6039,1,1,0,1,0,1
3386182-80.2025.8.18.6745,1,1,1,0,0,0
4888715-49.2025.8.18.7475,0,1,1,1,1,1
3450799-89.2025.8.24.7254,1,1,1,1,0,1
9843544-31.2025.8.14.6024,1,0,0,1,0,1
1426370-20.2025.8.04.8247,1,1,1,1,1,1
7811501-82.2025.8.04.2323,0,0,1,1,1,1
5289749-37.2025.8.18.8509,1,1,0,0,1,1
4858195-98.2025.8.01.0444,0,1,0,0,1,1
2673428-15.2025.8.16.1591,1,1,1,1,1,0
4105622-32.2025.8.24.7294,1,0,0,0,1,0
1287949-14.2025.8.22.6423,1,1,1,0,0,1
3251648-65.2025.8.06.7773,1,1,0,0,1,1
1359902-38.2025.8.01.4523,0,1,1,1,1,1
1085386-89.2025.8.03.4258,1,1,1,1,1,1
4017241-01.2025.8.19.8257,1,1,0,1,0,1
5435118-80.2025.8.11.8801,1,1,0,1,1,1
9828310-14.2025.8.18.1350,0,0,0,1,1,1
6329205-95.2025.8.20.0392,1,1,1,1,0,1
6809787-25.2025.8.19.1946,0,1,0,0,1,1
6088987-44.2025.8.06.1110,1,1,0,1,0,1
8243285-07.2025.8.09.1151,0,0,1,1,1,1
1586515-84.2025.8.17.6168,0,1,1,1,1,0
2422456-74.2025.8.01.1594,1,1,1,0,1,0
1090484-75.2025.8.07.2985,1,1,1,1,1,1
6481120-65.2025.8.22.6701,0,0,1,0,1,1
6230523-26.2025.8.08.2806,1,1,1,1,1,0
6027152-34.2025.8.01.6900,1,1,1,0,1,1
8513557-23.2025.8.25.0728,0,0,1,1,1,1
7576078-84.2025.8.25.5010,0,1,0,1,1,1
6854753-58.2025.8.11.0777,1,1,1,0,1,1
9150170-28.2025.8.08.3482,1,0,1,0,1,1
8996005-82.2025.8.08.2080,1,1,1,1,1,1
5249408-09.2025.8.02.1985,1,1,0,1,1,1
1958859-58.2025.8.04.6967,1,1,0,0,1,1
6206358-68.2025.8.14.5250,0,1,1,0,0,1
9414144-61.2025.8.25.5226,1,1,1,1,1,1
5874788-75.2025.8.04.8434,1,1,0,1,1,0
9452237-61.2025.8.09.5061,1,1,1,0,1,1
7504619-86.2025.8.02.8344,1,1,0,1,1,0
1959145-83.2025.8.06.7240,0,0,0,1,1,1
3740413-76.2025.8.26.8531,0,1,0,0,0,1
3032310-65.2025.8.10.3832,0,0,1,1,1,1
6931049-27.2025.8.07.9201,1,1,1,1,1,1
1158825-59.2025.8.19.6631,0,1,0,1,1,1
6045668-89.2025.8.27.9733,1,1,1,1,1,1
8316041-26.2025.8.18.2965,1,1,0,1,0,1
6175985-84.2025.8.14.0068,1,1,1,1,1,1
4369270-06.2025.8.07.8704,1,1,1,0,1,1
5078579-45.2025.8.25.8925,1,1,1,0,1,1
9896779-04.2025.8.04.3825,1,1,1,1,1,1
8265230-79.2025.8.27.4500,1,1,1,1,1,1
7154832-33.2025.8.27.8092,1,1,0,1,0,0
7967894-50.2025.8.25.6393,1,1,0,1,1,1
2142884-58.2025.8.05.1490,1,1,1,0,1,1
9066252-53.2025.8.10.5899,1,1,0,1,0,0
1363484-77.2025.8.09.2878,0,1,1,1,1,1
6545342-59.2025.8.09.6103,0,1,0,1,0,1
7708595-82.2025.8.09.5962,1,1,0,1,0,0
8117038-35.2025.8.18.9955,1,1,0,0,1,1
6589987-34.2025.8.19.0893,1,1,0,1,1,1
8622821-81.2025.8.20.7548,1,1,1,1,0,1
5252738-83.2025.8.14.4555,1,1,1,1,1,1
7681413-08.2025.8.27.0831,1,1,1,1,1,1
1891035-69.2025.8.01.6516,1,1,1,1,1,0
7251407-22.2025.8.20.4638,1,1,1,1,1,1
8776941-93.2025.8.08.0233,0,0,0,0,1,1
8842719-68.2025.8.12.3286,0,1,0,0,0,1
4559460-78.2025.8.26.6550,1,1,0,1,0,1
1723903-92.2025.8.05.8208,1,1,1,1,1,1
2320534-69.2025.8.13.6781,1,1,1,1,0,1
1792144-32.2025.8.06.4664,1,1,1,1,1,1
7728536-57.2025.8.01.9341,0,1,0,0,1,1
8190192-37.2025.8.10.6360,1,1,1,1,1,1
2657024-79.2025.8.16.7083,0,0,1,1,0,1
6610733-65.2025.8.20.3698,1,1,1,1,1,1
1831029-52.2025.8.17.1400,0,1,0,0,1,1
1794087-01.2025.8.24.4075,1,0,0,1,1,0
6978229-54.2025.8.22.5563,0,1,1,1,1,1
1354616-88.2025.8.05.1765,0,0,0,1,1,1
4109554-39.2025.8.08.4196,1,1,1,0,1,0
7440363-77.2025.8.14.6617,1,1,1,1,1,1
2759470-71.2025.8.01.9007,0,0,1,1,1,1
2387105-66.2025.8.07.4347,0,1,1,1,1,1
1739829-20.2025.8.13.1098,1,0,1,1,1,1
1605178-82.2025.8.26.7323,0,1,1,1,0,1
5641289-67.2025.8.15.7301,1,1,1,1,1,1
2517936-91.2025.8.06.0945,1,0,1,0,1,1
1454803-13.2025.8.26.5832,1,0,0,1,0,1
2834382-01.2025.8.27.4973,1,1,1,0,1,1
4989960-97.2025.8.13.3105,0,1,1,0,1,0
2043729-37.2025.8.17.3568,1,1,1,1,1,1
6049725-30.2025.8.27.7859,1,1,1,0,0,1
9469796-99.2025.8.11.1492,1,1,0,0,1,1
7019358-10.2025.8.11.9353,0,1,0,1,1,1
8222293-28.2025.8.14.5310,1,1,1,1,1,1
8699950-50.2025.8.11.9806,1,1,1,1,0,1
7433403-25.2025.8.04.0630,1,0,1,1,1,1
2952840-93.2025.8.08.7738,1,1,1,0,1,1
3627515-22.2025.8.12.0960,1,1,0,1,1,1
6958300-65.2025.8.09.4100,1,1,0,0,1,1
3318989-25.2025.8.24.7960,0,0,0,1,0,1
2950176-00.2025.8.19.2696,1,1,1,1,1,0
2134983-88.2025.8.05.7525,1,1,0,1,1,1
8658598-92.2025.8.03.0442,0,1,1,1,1,0
1163716-21.2025.8.04.6063,1,1,0,1,0,1
7763171-98.2025.8.13.9565,1,1,1,0,1,1
4705299-08.2025.8.20.4658,1,1,1,1,1,1
9234058-98.2025.8.01.0374,0,0,0,1,0,1
7601020-10.2025.8.09.6475,0,1,0,1,1,1
6182019-91.2025.8.17.4196,0,1,1,0,0,1
2618365-01.2025.8.06.0020,0,0,0,0,0,1
6258282-54.2025.8.17.9264,1,1,0,0,1,1
6150218-29.2025.8.08.0053,1,1,1,0,1,0
8026142-63.2025.8.26.1641,0,1,0,1,1,1
7079525-11.2025.8.25.6765,0,1,0,1,0,1
4203282-37.2025.8.04.9859,1,1,1,0,1,1
5770176-39.2025.8.24.3076,1,1,1,0,1,1
2220083-61.2025.8.22.4326,1,1,1,0,1,1
9179582-79.2025.8.24.9317,1,0,1,1,1,1
2550501-62.2025.8.12.9004,0,1,0,1,1,1
4618879-67.2025.8.14.4968,1,1,1,1,0,1
5047104-11.2025.8.01.8835,1,1,1,0,1,1
6743649-83.2025.8.27.8697,1,1,1,1,0,1
5623739-52.2025.8.11.9231,1,0,0,1,1,1
1436012-80.2025.8.08.2495,1,1,1,0,1,1
4740538-28.2025.8.09.5798,0,1,0,0,1,1
2490927-45.2025.8.20.5137,1,1,0,0,0,1
6099331-97.2025.8.02.3090,0,1,1,1,1,1
2613017-58.2025.8.04.2072,1,1,1,1,0,1
6971406-53.2025.8.26.7029,1,1,0,1,1,1
1563297-13.2025.8.24.9540,1,0,1,0,0,1
2024625-17.2025.8.13.9620,0,0,0,1,1,1
6587005-87.2025.8.15.9476,1,1,0,1,0,1
4822111-83.2025.8.07.0037,1,1,0,1,1,0
8006585-87.2025.8.17.6393,1,1,1,0,1,0
1795295-21.2025.8.19.2636,1,1,1,1,1,1
3649762-38.2025.8.09.2081,1,1,1,1,1,1
2901919-63.2025.8.02.1595,1,1,1,0,1,1
1093385-94.2025.8.21.4366,0,0,0,1,1,0
1390877-03.2025.8.02.8481,0,0,0,1,0,1
8828506-92.2025.8.07.3566,1,1,0,1,1,1
5100407-17.2025.8.04.8722,0,1,1,1,0,0
4007170-36.2025.8.02.6295,1,1,1,1,1,1
2736530-14.2025.8.22.6147,0,1,0,1,1,1
6028452-28.2025.8.27.4677,1,1,0,1,0,1
9605858-09.2025.8.27.0959,1,1,1,0,1,0
7789064-30.2025.8.10.9143,1,1,1,0,1,1
8703510-70.2025.8.24.8639,1,1,1,1,1,1
9366580-42.2025.8.01.7211,0,1,1,1,1,1
6796090-54.2025.8.22.4308,1,1,1,1,1,1
3125095-71.2025.8.20.2409,1,1,1,0,0,1
5578992-62.2025.8.07.5545,0,1,1,1,1,1
7142158-19.2025.8.17.4883,1,1,0,1,1,1
9052479-68.2025.8.09.2856,0,1,1,1,1,1
6872022-25.2025.8.16.1194,1,0,0,1,1,1
9032567-34.2025.8.08.5276,1,1,1,1,1,1
7319277-95.2025.8.24.4603,0,1,0,1,1,1
2534763-99.2025.8.09.0213,1,1,0,1,1,1
7971224-82.2025.8.03.4808,1,0,0,0,1,1
7120018-61.2025.8.10.1389,1,1,1,1,1,1
1387241-46.2025.8.24.8583,0,0,0,1,1,1
4175916-36.2025.8.22.6726,1,1,0,1,0,1
4266417-72.2025.8.15.4440,1,1,1,0,1,1
5576462-53.2025.8.18.5865,1,1,1,1,1,1
9144865-95.2025.8.20.5451,1,1,0,1,1,0
1499027-07.2025.8.13.7760,1,1,0,1,1,0
7573234-22.2025.8.17.0589,1,1,1,1,1,1
6766103-76.2025.8.08.0554,0,0,1,1,1,1
4728970-71.2025.8.08.4365,1,1,0,1,1,1
5702759-77.2025.8.14.3833,0,1,1,0,1,1
4743473-61.2025.8.20.3359,1,1,0,1,1,1
